"vendor_direct_ref","product_direct_ref","rule_id","type","category","enabled_by_default","prototype_enabled","record_type_direct_ref","tags","name","description"
"","","MATCH-S00511","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1546, _mitreAttackTechnique:T1546.008","Accessibility Executables Replaced","Observes Sysmon 11 events for accessibility binaries being replaced"
"Microsoft","Windows","THRESHOLD-S00062","threshold","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTactic:TA0007, _mitreAttackTechnique:T1087, _mitreAttackTechnique:T1482, _mitreAttackTechnique:T1087.001, _mitreAttackTechnique:T1087.002","Active Directory Domain Enumeration","Potentially detects an attacker attempting to enumerate active users on the network. Attacks will use enumeration tools such as Bloodhound that will quickly query the domain controller by submitting multiple Kerberos ticket requests with forged device names to gather user and group information for those devices."
"Microsoft","Windows","MATCH-S00189","templated_match","Lateral Movement","False","False","Authentication","_mitreAttackTactic:TA0008, _mitreAttackTechnique:T1021, _mitreAttackTechnique:T1021.001, _mitreAttackTechnique:T1021.006","Windows Admin User Remote Logon","Detects remote logins by Administrative users. Administrative users are identified using your local naming convention. Because each environment controls their user naming convention, this rule's expression must first be tailored around your environment and enabled.  Adjust the section that reads:  ""LIKE '%admin%'"" to your environment's administrator naming convention."
"","","MATCH-S01056","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.001, _mitreAttackTechnique:T1078.002, _mitreAttackTechnique:T1078.003, _mitreAttackTechnique:T1021.001, _mitreAttackTechnique:T1021, _mitreAttackTactic:TA0008","Administrative Remote Interactive Login","Detection:
This rule triggers on a successful remote interactive login (such as via RDP)  of a privileged .

Scenario:
An attacker who has obtained credentials for a privileged account proceeds to log in to one or more hosts over RDP to further their objectives.

Recommended Actions:
Note that this rule is more relevant in organizations with policies regarding acceptable use of administrative accounts. Determine whether the privileged login is normal activity by reviewing the source IP address and its geo-location, the time of day, whether the account’s role warrants login to the destination host and potentially contacting the user. If the login is not normal activity, log out all sessions for the compromised account, block the source IP address at the firewall, and review all activity by the account within the timeframe of the login.

Tuning Recommendations:
If appropriate, create a matchlist named RDP_admin_hosts and add names of hosts that are known and approved to have remote administrative logins."
"Alibaba","ActionTrail","MATCH-S00600","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","Alibaba ActionTrail Access Key Action Detected","Actions observed that create, import and delete access keys to EC2 could indicate an adversary is taking action on their objective to extend or otherwise manipulate access to EC2 instance(s)."
"Alibaba","ActionTrail","MATCH-S00601","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1136, _mitreAttackTechnique:T1136.003","Alibaba ActionTrail IAM CreateUser Observed","This signal fires for all observances of the CreateUser action in the IAM event source.  Creating Alibaba Cloud users is likely a benign, infrequent activity.  Hostile actors will create users to persist access.  Use this signal in context of other activity to determine intent."
"Alibaba","ActionTrail","MATCH-S00594","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","Alibaba ActionTrail KMS Activity","Alibaba KMS is an encryption and key management web service.  Besides encrypting and decrypting data, users and administrators can use this service to create keys, manage keys etc.  This signal indicates activity that enables and disables keys explicitly.  This activity has been surveyed to be a low volume event and could be considered suspicious given other activity involving the entity.  Additionally, monitoring for these events is required to achieve certain industry audit compliance."
"Alibaba","ActionTrail","MATCH-S00597","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","Alibaba ActionTrail Key Deleted or Disabled","Deleting cryptographic key material managed by KMS can be risky. The risk is that after key material is deleted, cypher text may remain that is now indecipherable. This signal indicates that a key has been scheduled or canceled for deletion. This signal in context of other signals around this entity may describe a hostile pattern of attack."
"Alibaba","ActionTrail","MATCH-S00593","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1526","Alibaba ActionTrail ListQueues","This could indicate that an adversary is attempting to collect information for later attack.  When successful, the List Queues event returns all queues that may be valid targets for further probing/attack."
"Alibaba","ActionTrail","MATCH-S00598","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1489, _mitreAttackTechnique:T1578, _mitreAttackTechnique:T1562, _mitreAttackTechnique:T1578.004, _mitreAttackTechnique:T1562.008","Alibaba ActionTrail Logging Configuration Change Observed","Changing the configuration of logging to any mission-critical service or platform should be closely monitored.  This signal identifies when Alibaba logging configurations have been changed.  The severity of signals increases depending on the type of action observed.  For instance disabling/deleting logs is a higher severity than enabling logs."
"Alibaba","ActionTrail","MATCH-S00589","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562, _mitreAttackTechnique:T1562.007","Alibaba ActionTrail Network Access Control List Deleted","Enforcing network-access controls is one of the defensive mechanisms used by cloud administrators to restrict access to a cloud instance. After the attacker has gained control of the console by compromising an admin account, they can delete a network ACL and gain access to the instance from anywhere."
"Alibaba","ActionTrail","MATCH-S00599","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0042, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.004, _mitreAttackTechnique:T1078.001","Alibaba ActionTrail Root Login","This signal detects when a successful root account login occurred within an Alibaba account. This privileged account should seldomly be used within an Alibaba cloud environment."
"Alibaba","ActionTrail","MATCH-S00596","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1552.005","Alibaba ActionTrail Secrets Manager Activity","Administrative changes to the Alibaba Secrets Manager aren't overtly hostile, but are generally low volume and can be considered sensitive.  These signals highlight when these actions occur and can be used in context of other suspicious activity to raise the risk of a hostile entity.  Several Secrets Manager API actions are included and assessed as sensitive."
"Alibaba","ActionTrail","THRESHOLD-S00608","threshold","Initial Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.005","Alibaba ActionTrail Unauthorized API Calls","An IAM account sent multiple requests to perform a wide distinct number of Alibaba Cloud actions in a short time frame while receiving error codes. This could indicate an account attempting to enumerate their access across the Alibaba account."
"","","MATCH-S00553","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1219","Allowed Inbound RDP Traffic","Detects RDP Traffic to a public-facing asset."
"Amazon AWS","VpcFlowLogs","THRESHOLD-S00003","threshold","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1046, _mitreAttackTechnique:T1595, _mitreAttackTechnique:T1595.001, _mitreAttackTechnique:T1595.002","Amazon VPC - Network Scan","Attackers will often perform reconnaissance against customer environments to better understand resources on the network. In doing this behavior they are usually blocked by firewall rules while performing their discovery. This rule looks for a single source IP address network traffic by AWS security groups to at least 10 different destination IP addresses within a 5-minute window."
"Amazon AWS","VpcFlowLogs","THRESHOLD-S00004","threshold","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1046, _mitreAttackTechnique:T1595, _mitreAttackTechnique:T1595.001, _mitreAttackTechnique:T1595.002","Amazon VPC - Port Scan","Attackers will often perform reconnaissance against customer environments to better understand resources on the network. In doing this behavior they are usually blocked by firewall rules while performing their discovery. This rule looks for a single source IP address network traffic by AWS security groups to multiple distinct destination port numbers within a short time window."
